uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa, Monocultura, Uso de agrotóxicos",Degradação Média,NOVA OLINDA - TO,1,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
"Roça de toco, Plantio convencional, Aração e gradagem, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,NOVA OLINDA - TO,1,nova olinda - to,,,,,nova olinda,1714880.0,17.0,Nova Olinda,nova olinda,1714880.0,17.0,Nova Olinda
"Plantio convencional, Aração e gradagem",,TUPIRAMA-TO,1,tupirama-to,,,,,tupirama,1721257.0,17.0,Tupirama,tupirama,1721257.0,17.0,Tupirama
"Plantio convencional, Aração e gradagem, Pastagem nativa, Não usa",Pouco degradado,Novo Acordo,1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
"Aração e gradagem, Uso de agrotóxicos",Pouco degradado,RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
"Roça de toco, Pastagem nativa",,PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Roça de toco, Plantio convencional",,LUZINÓPOLIS,1,luzinopolis,17.0,1712454.0,Luzinópolis,luzinopolis,,,,,,1712454.0,17.0,Luzinópolis
"Aração e gradagem, Queimadas",Pouco degradado,BOM JESUS DO TOCANTINS,1,bom jesus do tocantins,17.0,1703305.0,Bom Jesus do Tocantins,bom jesus do tocantins,,,,,,1703305.0,17.0,Bom Jesus do Tocantins
"Plantio convencional, Aração e gradagem",,LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
"Roça de toco, Queimadas, Pastagem nativa, Monocultura",,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
Pastagem nativa,,CASEARA-TO,1,caseara-to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Plantio convencional, Aração e gradagem, Uso de agrotóxicos",Não possui degradação,PALMEIRAS,1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
"Aração e gradagem, Pastagem nativa",Pouco degradado,Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Roça de toco, Queimadas, Monocultura",,Couto Magalhães,1,couto magalhaes,17.0,1706001.0,Couto Magalhães,couto magalhaes,,,,,,1706001.0,17.0,Couto Magalhães
Plantio convencional,,Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,ARAGOMINAS -TO,1,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
"Aração e gradagem, Uso de agrotóxicos",Não possui degradação,Marianópolis do Tocantins,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
"Plantio convencional, Queimadas, Pastagem nativa",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Plantio convencional,Pouco degradado,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Plantio convencional, Aração e gradagem, Queimadas, Uso de agrotóxicos",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Aração e gradagem, Queimadas, Pastagem nativa, Uso de agrotóxicos",Pouco degradado,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Plantio convencional, Uso de agrotóxicos",Não possui degradação,GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
Aração e gradagem,Pouco degradado,Filadélfia,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
